,SMILES,Kow
9080,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(C=C1)C#N,1.63
9081,CCN(CC)C(=O)C1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,1.44
9082,NC1=NC2=C(CCN(CC=C)CC2)S1,1.48
9083,OC(=O)CCCCOC1=CC=CC2=CC=CC=C12,4.0
9084,OC(=O)CCCCCOC1=CC=CC2=CC=CC=C12,4.5
9085,[O-][N+]1=CC=CC(=C1)C1CCC(=O)N1,-1.01
9086,OCC(O)CNC1=CC=CC=C1C(O)=N,-0.8
9087,CC(O)CNC1=CC=CC=C1C(O)=N,0.62
9088,CCCCOCCNC1=CC=CC=C1C(N)=O,2.27
9089,CCCCOCCNC1=C(C=C(Cl)C=C1)C(N)=O,2.99
9090,CC1=CC=CC=C1OCCNC1=CC=CC=C1C(N)=O,2.94
9091,NC(=O)C1=C(NCCO)C=CC(Cl)=C1,1.26
9092,CCCOC1=CC=CC=N1,2.38
9093,CCCCCCCCCCCCN1CC(CC1=O)C(=O)OC,4.0
9094,CCC(N(CC1=CC=CO1)C(=O)N1C=CN=C1)C(=O)OCCCC=C,3.0
9095,CC1=CC=CC(C)=C1N=C(O)CCCN,0.71
9096,CC1=CC=CC(C)=C1N=C(O)CCCCN,1.02
9097,CC1=CC=CC(C)=C1N=C(O)CCCCCN,1.29
9098,CC(N)CCC(O)=NC1=C(C)C=CC=C1C,1.08
9099,CCN(CC)CCCCCC(=O)NC1=C(C)C=CC=C1C,2.95
9100,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1N(=O)=O)P1(=O)OCCCO1,1.3
9101,CCCNCC(O)COC1=CC=C(C=C1)C1=NC(=CN1)C1=CC=CS1,2.84
9102,CCOCCNCC(O)COC1=CC=C(C=C1)C1=NC(=CN1)C1=CC=CS1,2.25
9103,OC(CNCCC1=CC=NC=C1)COC1=CC=C(C=C1)C1=NC(=CN1)C1=CC=CS1,2.25
9104,CCCCN=C(O)NCCNCC(O)COC1=CC=C(C=C1)C1=NC(C)=CN1,1.24
9105,COC1=C(OC)C=C(CCNC[C@H](O)COC2=CC=C(COCC3=NC=CN3)C=C2)C=C1,1.29
9106,COC1=C(OC)C=C(CCNCC(O)COC2=C(OC)C=C(C=C2)C2=NC=C(C)N2)C=C1,1.89
9107,COC1=C(OC)C=C(CCNCC(O)COC2=CC=C(C=C2)C2=NC(C(C)=O)=C(C)N2)C=C1,2.14
9108,COCCC1=CN=C(N1)C1=CC=C(OC[C@@H](O)CNCCC2=CC(OC)=C(OC)C=C2)C=C1,2.06
9109,COC1=C(OC)C=C(CCNCC(O)COC2=CC=C(C=C2)C2=NC(Cl)=CN2)C=C1,2.4
9110,CCOC(=O)C1=CN=C(N1)C1=CC=C(OC[C@@H](O)CNCCC2=CC(OC)=C(OC)C=C2)C=C1,2.3
9111,ClC1=CC=C(NC2=CC3=NC4=CC=CC=C4N(C4=CC=C(Cl)C=C4)C3=CC2=N)C=C1,6.47
9112,CC(=O)OCOC1=CC=CC=C1C(O)=NCN1CCOCC1,0.27
9113,CCCC(=O)OCOC1=CC=CC=C1C(O)=NCN1CCOCC1,1.34
9114,CC(C)(C)C(=O)OCOC1=CC=CC=C1C(O)=NCN1CCOCC1,1.81
9115,CC(=O)OCOC1=CC=CC=C1C(N)=O,0.52
9116,COCC1=CN=C(N1)C1=CC=C(OC[C@@H](O)CNCCC2=CC(OC)=C(OC)C=C2)C=C1,1.71
9117,COC1=C(C=CC(=C1)S(C)=O)C1=CN2C=CN=C(OC)C2=N1,1.49
9118,COC1=C(C=CC(=C1)C(O)=N)C1=CN2C=CC=NC2=N1,0.7
9119,COC1=C(C=CC(=C1)S(C)=O)C1=CN2C=CN=CC2=N1,1.11
9120,CNC1=NC=CN2C=C(N=C12)C1=C(OC)C=C(C=C1)S(C)=O,1.88
9121,CNC1=NC2=C(C=CC3=C2C=CC=N3)N1C,1.82
9122,CN(C)C1=NC2=C(C=CC3=C2C=CC=N3)N1C,2.28
9123,CN1CCC(=CC1)C1=CC=CC=C1C,3.1
9124,CN(C)C(O)=NC1=CC=CC(CC2=CC=CC=C2)=C1,2.83
9125,CN(C)C(O)=NC1=CC=CC(CCC2=CC=CC=C2)=C1,3.21
9126,CCN=C1NC(NC(Cl)=N1)=NC1CCC1,2.77
9127,CCCCCC(C)N=C1NC(Cl)=NC(N1)=NCC,4.74
9128,CN=C(O)N=C1NON=C1C,0.3
9129,NC(=N)N\N=C\C1=CC(=C(Cl)C=C1)N(=O)=O,0.53
9130,NC(=N)N\N=C\C1=CC=CC=C1N(=O)=O,0.53
9131,[I-].CN(C)C(=[S+]C1=CC=CC=C1F)N(C)C,-0.55
9132,[I-].CN(C)C(=[S+]C1=CC=CC(F)=C1)N(C)C,-0.53
9133,I.CN(C)C(=[S+]C1=CC=CC=C1Cl)N(C)C,-0.19
9134,[I-].CN(C)C(=[S+]C1=CC=CC(Cl)=C1)N(C)C,-0.17
9135,[I-].CN(C)C(=[S+]C1=CC=CC=C1Br)N(C)C,0.06
9136,[I-].CN(C)C(=[S+]C1=CC=CC(Br)=C1)N(C)C,0.01
9137,[I-].CN(C)C(=[S+]C1=CC=CC=C1I)N(C)C,0.3
9138,[I-].CN(C)C(=[S+]C1=CC=CC(I)=C1)N(C)C,0.29
9139,[I-].CN(C)C(=[S+]C1=CC=C(I)C=C1)N(C)C,0.28
9140,[I-].CN(C)C(=[S+]C1=CC(Cl)=C(Cl)C=C1)N(C)C,0.49
9141,[I-].CN(C)C(=[S+]C1=C(Cl)C=CC(Cl)=C1)N(C)C,0.05
9142,[I-].CN(C)C(=[S+]C1=C(Cl)C=C(Cl)C(Cl)=C1)N(C)C,0.68
9143,[I-].CN(C)C(=[S+]C1=CC(Cl)=C(C)C=C1)N(C)C,0.45
9144,FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,5.12
9145,O=C1C2C3CC(C=C3)C2C(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,1.36
9146,OC1=C(O)C=C(\C=C\C(=O)NCCC2=CC=CC=C2)C=C1,2.72
9147,COC1=CC=C(I)C=C1CC1=CNC(=N)NC1=N,2.7
9148,FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,2.55
9149,ClC1=CC(Cl)=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C=C12,7.5
9150,ClC1=CC2=C(C=C1Cl)C(Cl)=C(Cl)C(Cl)=C2Cl,7.7
9151,[H][C@@]1(C[C@]([H])(NC(COC)C#N)[C@H](O)[C@H](C)O1)O[C@@]1([H])C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=C(C=CC=C3OC)C(=O)C1=C2O)C(C)=O,2.64
9152,O\N=C\C1=NC(=NO1)C1=CC=CS1,2.47
9153,Cl.CCN(CC)CCSC(=NO)C1=NC(=NO1)C1=CC=CC2=C1C=CC=C2,3.87
9154,Cl.CCN(CC)CCSC(=NO)C1=NC(CC2=CC=CC=C2)=NO1,2.55
9155,CCN(CC)CCS\C(=N\O)C1=NOC(=N1)C1=CC=CC=C1,3.05
9156,COC1=CC(=CC(OC)=C1OC)S(=O)(=O)CCN(C)CC1=CC=CC=C1,2.18
9157,COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@@H]([C@H](O)[C@H](C)O4)N(CC#N)CC(O)=O)C(C)=O)C(O)=C3C(=O)C2=CC=C1,0.03
9158,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,0.93
9159,CN1C(=N)NC2=C1C=CC(Cl)=C2,2.09
9160,OC1=NC(=O)N(C=C1F)C(=O)OCCCl,0.02
9161,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(\C=C\C(=O)OC(C)(C)C)C=CC=C1)C(=O)OCC,5.2
9162,CCC(O)(C(O)=O)C1=CC=C(CC(C)C)C=C1,3.37
9163,CCCC(=O)OCOC1=CC=CC=C1C(N)=O,1.66
9164,CC(C)(C)C(=O)OCOC1=CC=CC=C1C(N)=O,2.0
9165,COC(=O)NC1=CC=CC=C1I,2.44
9166,CC1(C)CN1P(=O)(NC(=O)NC1CC(C)(C)N(O)C(C)(C)C1)N1CC1(C)C,0.48
9167,CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)C(C)(C)N1O,-0.6
9168,CC1(C)CN1P(=O)(NC(=O)NC1CC(C)(C)N(O)C1(C)C)N1CC1(C)C,0.51
9169,CC1(C)CN1P(=O)(NC(=O)NC1CC(C)(C)NC(C)(C)C1)N1CC1(C)C,0.55
9170,CC1(C)CN1P(=O)(NC(=O)NC12CC3CC(CC(C3)C1)C2)N1CC1(C)C,1.98
9171,CCC1(C(C)C1(Cl)Cl)C(=O)NC(C)C1=CC=C(Cl)C=C1,4.23
9172,C(CNC1=NC2=CC=CC=C2S1)COC1=CC(CN2CCCCC2)=CC=C1,5.41
9173,CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O,2.47
9174,COC(=O)C1=[N+]([O-])ON=C1C,0.69
9175,COC(=O)C1=NO[N+]([O-])=C1C,0.56
9176,OC1(CCN(CCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,3.24
9177,OC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,1.8
9178,ClC1=CC(Cl)=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C=C1,6.11
9179,OC(CNCC(O)COC1=CC=CC=C1)COC1=CC=CC=C1,2.52
9180,NS(=O)(=O)C1=CC=C(SCCO)S1,0.38
9181,NS(=O)(=O)C1=CC=C(SCCCO)S1,0.85
9182,NS(=O)(=O)C1=CC=C(S1)S(=O)(=O)CCO,-0.54
9183,NS(=O)(=O)C1=CC=C(S1)S(=O)(=O)CCCO,-0.36
9184,CC(=O)OCCCS(=O)(=O)C1=CC=C(S1)S(N)(=O)=O,0.17
9185,COCC(=O)OCCCS(=O)(=O)C1=CC=C(S1)S(N)(=O)=O,-0.14
9186,CN(C1CCN(CCCCOC2=CC=C(F)C=C2)CC1)C1=NC2=CC=CC=C2S1,5.37
9187,CCOP(=O)(CC1=CC=C(C=C1)C1=NC2=CC=CC=C2S1)N1CCCC1=O,3.0
9188,COC(=O)NC1=NC2=C(C=CC(=C2)C(=O)C2=CC=CC=C2)N1C(=O)OC,2.47
9189,CC(C(O)=NC1=CC(=C(C=C1)N(=O)=O)C(F)(F)F)C(F)(F)F,3.71
9190,OC1=CC=CC(=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1,2.61
9191,CCCN1C=CC(=O)C(O)=C1,-0.17
9192,CC(C)N1C=CC(=O)C(O)=C1,-0.02
9193,CCCCN1C=CC(=O)C(O)=C1,0.72
9194,COC1=CC2=C(SC(C(=O)NC3=NN=NN3)=C2OC(C)C)C=C1,1.78
9195,CC1=CC=CC(C)=C1NN=C(C#N)C#N,2.8
9196,C1COCCOCCOCCOC2=CC=CC=C2OCCOC2=CC=CC=C2OCCOCCOCCO1,1.82
9197,C1COCCOCCOCCOCCOC2=CC=CC=C2OCCOCCOCCOCCOCCO1,-0.09
9198,O=C(CN1C=NC(=N1)N(=O)=O)N1CCOCC1,-0.96
9199,OCCNC(=O)CN1C=NC(=N1)[N+]([O-])=O,-1.59
9200,COCC(O)CN1C=NC(=N1)N(=O)=O,-0.49
9201,CCOCC(O)CN1C=NC(=N1)N(=O)=O,-0.07
9202,CCCCN=C(O)CN1C=NC(=N1)N(=O)=O,0.89
9203,COCCNC(=O)CN1C=NC(=N1)[N+]([O-])=O,-0.85
9204,OCCCN=C(O)CN1C=NC(=N1)N(=O)=O,-1.27
9205,OC(CN1CC1)CN1C=NC(=N1)N(=O)=O,-0.72
9206,COCCCN=C(O)CN1C=NC(=N1)N(=O)=O,-0.49
9207,OC(CCl)CN1C=NC(=N1)N(=O)=O,0.05
9208,[O-][N+](=O)C1=NN(CCC(=O)N2CCOCC2)C=N1,-0.74
9209,CCOC1=CC=C(C=C1)[Si](C)(C)CCCC1=CC(OC2=CC=CC=C2)=C(F)C=C1,8.2
9210,OCC1OC(C(O)C1O)N1C=NC(=N1)N(=O)=O,-1.54
9211,CC(C)NCC(O)COCCC1=CC=CC=C1,1.76
9212,CC(C)NCC(O)COCCOC1=CC=CC=C1,1.63
9213,CC(C)NCC(O)COC\C=C\C1=CC=CC=C1,2.15
9214,CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,1.99
9215,CS(=O)CCCOC1=CC=C(C=C1)[N+]([O-])=O,0.93
9216,CCCOC1=CC(=C(C=C1)N(=O)=O)S(C)(=O)=O,1.1
9217,NS(=O)(=O)CCCOC1=CC=C(C=C1)N(=O)=O,0.97
9218,OC(=N)CCCCOC(=O)C1=CC=CC=C1,1.39
9219,NC1=CC=C(C=C1)S(=O)(=O)C1=C(Cl)C=C(Cl)C=C1,3.12
9220,CC1=CC(C)=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,2.71
9221,COC1=CC(OC)=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,1.64
9222,NC1=CC=C(C=C1)S(=O)(=O)C1=C(O)C=C(O)C=C1,1.29
9223,COC1=CC(OC)=C(C(OC)=C1)S(=O)(=O)C1=CC=C(N)C=C1,1.03
9224,NC1=CC=C(C=C1)S(=O)(=O)C1=C(O)C=C(O)C=C1O,1.53
9225,C[C@@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C,3.9
9226,CN1C(N)=NC2=C1C=C(C=N2)C1=CC=CC=C1,2.23
9227,[O-][N+](=O)C1=CC=CC2=C1C1=CC=CC3=C(C=CC2=C13)[N+]([O-])=O,4.44
9228,OC[C@@H]1CC[C@@H](O1)N1C=C(I)C(=O)NC1=O,-0.61
9229,O=C(CN1CCCCC1)NC1COC2=CC=CC=C12,2.3
9230,O=C(CN1CCOCC1)NC1COC2=CC=CC=C12,0.81
9231,CCN(CC)CC(O)=NC1COC2=C1C=C(Cl)C=C2,2.88
9232,CCCCN(CCCC)CC(O)=NC1COC2=C1C=C(Cl)C=C2,4.44
9233,OC(CN1CCCC1)=NC1COC2=C1C=C(Cl)C=C2,2.47
9234,ClC1=CC2=C(OCC2NC(=O)CN2CCCCC2)C=C1,3.01
9235,ClC1=CC2=C(OCC2NC(=O)CN2CCOCC2)C=C1,1.55
9236,CCN(CC)CC(O)=NC1COC2=C1C=C(C)C=C2,2.69
9237,CCCCN(CCCC)CC(=O)NC1COC2=C1C=C(C)C=C2,4.43
9238,CC1=CC2=C(OCC2N=C(O)CN2CCCC2)C=C1,2.24
9239,CC1=CC2=C(OCC2N=C(O)CN2CCCCC2)C=C1,2.78
9240,CC1=CC2=C(OCC2N=C(O)CN2CCOCC2)C=C1,1.38
9241,CCCCN(CCCC)CC(O)=NC1COC2=C1C=CC(OC)=C2,4.24
9242,COC1=CC2=C(C=C1)C(CO2)N=C(O)CN1CCCCC1,2.41
9243,COC1=CC2=C(C=C1)C(CO2)N=C(O)CN1CCOCC1,0.92
9244,CCN(CC)CC(O)=NC1COC2=CC=CC=C12,2.2
9245,CCCCN(CCCC)CC(O)=NC1COC2=CC=CC=C12,4.15
9246,OC(CN1CCCC1)=NC1COC2=CC=CC=C12,1.76
9247,NS(=O)(=O)C1=CC2=C(S1)SCCC2=O,0.74
9248,NS(=O)(=O)C1=CC2=C(S1)C(=O)CCS2,0.91
9249,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CCC2=O,-0.04
9250,NS(=O)(=O)C1=CC2=C(S1)C(O)CCS2=O,-1.01
9251,NS(=O)(=O)C1=CC2=C(S1)C(=O)CCS2(=O)=O,-0.2
9252,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CCC2,-0.16
9253,COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1,4.61
9254,CC1=C(NC(Br)=N1)N(=O)=O,0.86
9255,CN1C(Br)=NC(C)=C1N(=O)=O,0.82
9256,CN1C(C)=C(N=C1Br)N(=O)=O,0.39
9257,CCOC(=O)OCN1C=C(F)C(O)=NC1=O,-0.04
9258,CCOC(=O)OCN1C(O)=NC=C(F)C1=O,0.15
9259,OC1=NC=C(F)C(=O)N1COC(=O)OC1=CC=CC=C1,1.11
9260,ClC1=CC(Cl)=C(OC2=CC(Cl)=C(Cl)C=C2Cl)C(Cl)=C1,6.49
9261,ClC1=CC(Cl)=C(OC2=C(Cl)C(Cl)=C(Cl)C=C2Cl)C=C1,6.84
9262,CN=C(O)O\N=C1\SCOC1(C)C,0.82
9263,CN=C(O)O\N=C1/CSCCS1,0.49
9264,CN=C(O)O\N=C1/SCCSC1(C)C,1.51
9265,CNC(=O)O\N=C1\CSCS1,0.51
9266,CNC(=O)O\N=C1/SCSC1C,0.91
9267,CNC(=O)O\N=C1/SCSC1(C)C,1.31
9268,CNC(=O)O\N=C1\CSC(C)(C)S1,1.33
9269,CNC(=O)COC(=O)C1=CC=CC=C1,0.99
9270,CCCNC(=O)COC(=O)C1=CC=CC=C1,1.88
9271,CC(C)(C)NC(=O)COC(=O)C1=CC=CC=C1,2.26
9272,NC(=O)CNC(=O)COC(=O)C1=CC=CC=C1,0.09
9273,CN(C)C(=O)COC(=O)C1=CC=CC=C1,1.07
9274,CCCN(CCC)C(=O)COC(=O)C1=CC=CC=C1,2.65
9275,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1,2.56
9276,CCCCN(CCCC)C(=O)COC(=O)C1=CC=CC=C1,3.91
9277,C=CCN(CC=C)C(=O)COC(=O)C1=CC=CC=C1,2.34
9278,CN(CCO)C(=O)COC(=O)C1=CC=CC=C1,0.58
9279,CCN(CCO)C(=O)COC(=O)C1=CC=CC=C1,0.93
9280,OCCN(CCO)C(=O)COC(=O)C1=CC=CC=C1,0.17
9281,CN(CC(N)=O)C(=O)COC(=O)C1=CC=CC=C1,0.08
9282,CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1,1.56
9283,CN(CC(O)=O)C(=O)COC(=O)C1=CC=CC=C1,0.67
9284,O=C(COC(=O)C1=CC=CC=C1)N1CCCCC1,1.95
9285,O=C(COC(=O)C1=CC=CC=C1)N1CCOCC1,0.9
9286,NC(=O)C1CCCN1C(=O)COC(=O)C1=CC=CC=C1,0.2
9287,CN=C(O)O\N=C1\SC(C)OC1C,0.96
9288,NS(=O)(=O)C1=CC2=C(S1)SCCC2O,0.68
9289,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CC(O)C2,-0.44
9290,NS(=O)(=O)C1=CC2=C(S1)C(O)CCS2(=O)=O,-0.59
9291,NS(=O)(=O)C1=CC2=C(CC(O)CS2(=O)=O)S1,-0.7
9292,NS(=O)(=O)C1=CC2=C(S1)[S+]([O-])CCC2O,-0.92
9293,CN1CCC(=CC1)C1=CC(N)=CC=C1,1.47
9294,CN1CCC(=CC1)C1=CC=C(N)C=C1,1.48
9295,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CCC2O,-0.35
9296,[H]C(COC(=O)CCC)(CC1=CN=CN1)C([H])(CC)C(=O)OCC1=CC=CC=C1,3.78
9297,[H]C(COC(=O)CCCCC)(CC1=CN=CN1)C([H])(CC)C(=O)OCC1=CC=CC=C1,4.75
9298,CCC(C(COC(=O)C(C)(C)C)CC1=CN=CN1C)C(=O)OCC1=CC=C(C)C=C1,4.55
9299,NC1=NC(=O)N(C=C1Br)[C@H]1CC[C@@H](CO)O1,-0.5
9300,NC1=NC(=O)N(C=C1F)[C@H]1CC[C@@H](CO)O1,-1.09
9301,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCCCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,3.26
9302,CC(CCO)CC(F)(F)F,1.61
9303,CC1=C(N2CCC(C(O)=O)C2=C1)C(=O)C1=CC=CC=C1,2.85
9304,CC1=C(N2CCC(C(O)=O)C2=C1)C(=O)C1=CC=C(F)C=C1,2.97
9305,CCC(=O)C1(CCN(C)CC1)C1=CC(OC(C)=O)=CC=C1,1.05
9306,COC1=C(C(N)=O)C(Cl)=CC=C1,0.59
9307,CC1=C(C(O)=NC(=O)NC2=CC=C(Cl)C=C2)C(=CC=C1)N(=O)=O,3.75
9308,COC1=CC=CC=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,4.35
9309,NC(=O)C1=C(F)C=CC=C1Br,0.63
9310,NC(=O)C1=C(C=CC=C1Cl)[N+]([O-])=O,0.12
9311,NC(=O)C1=C(C=CC=C1Br)[N+]([O-])=O,0.28
9312,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,3.7
9313,NC1=NC2=C(N=CN2[C@H]2CC[C@@H](CO)O2)C(N)=N1,-0.46
9314,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,3.8
9315,CC1CN(CCN1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,-0.2
9316,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=S,1.07
9317,OC(CNCCN=C(O)N1CCC(O)CC1)COC1=CC=C(CCOCCOCC2CC2)C=C1,1.0
9318,OCCNC1=C(C=C(C=N1)C1=CC=NC=C1)C#N,1.17
9319,CC(O)CN=C1NC=C(C=C1C#N)C1=CC=NC=C1,0.79
9320,CCC(CO)NC1=NC=C(C=C1C#N)C1=CC=NC=C1,1.04
9321,OCCCN=C1NC=C(C=C1C#N)C1=CC=NC=C1,1.42
9322,OCCCCN=C1NC=C(C=C1C#N)C1=CC=NC=C1,1.93
9323,CC(O)COC1=C(C=C(C=N1)C1=CC=NC=C1)C#N,1.65
9324,CC1=C(C=C(C#N)C(NCCN)=N1)C1=CC=NC=C1,1.91
9325,CC(O)CN=C1NC(C)=C(C=C1C#N)C1=CC=CC=C1,2.72
9326,CC1=C(C=C(C#N)C(N1)=NCCCO)C1=CC=CC=C1,2.72
9327,CC1=C(C=C(C#N)C(=N1)N1CCOCC1)C1=CC=CC=C1,3.65
9328,CC1=C(C=C(C#N)C(=N1)N1CCNCC1)C1=CC=CC=C1,3.15
9329,COC1=C(OC)C=C(C=C1)C1=C(C)N=C(Cl)C(=C1)C#N,2.86
9330,COC1=CC=C(C=C1)C1=C(C)N=C(Cl)C(=C1)C#N,3.38
9331,NS(=O)(=O)C1=CC=C(SCCO)C=C1,0.36
9332,NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)CCO,-0.85
9333,NS(=O)(=O)C1=CC=C(SCCCO)C=C1,0.8
9334,CC(C)(O)CCSC1=CC=C(C=C1)S(N)(=O)=O,1.4
9335,NS(=O)(=O)C1=CC=C(SCCCCCO)C=C1,1.04
9336,NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)CCCO,-0.64
9337,CC(C)(O)CCS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,-0.09
9338,NS(=O)(=O)C1=CC(=C(SCCO)C=C1)[N+]([O-])=O,0.38
9339,NS(=O)(=O)C1=CC(=C(SCCCO)C=C1)[N+]([O-])=O,0.96
9340,NS(=O)(=O)C1=CC(=C(C=C1)S(=O)(=O)CCCO)[N+]([O-])=O,-0.05
9341,NC1=C(C=CC(=C1)S(N)(=O)=O)S(=O)(=O)CCCO,-0.48
9342,COC(=O)C1=CC(=CC=C1SCCCO)S(N)(=O)=O,0.74
9343,COC(=O)C1=C(C=CC(=C1)S(N)(=O)=O)S(=O)(=O)CCCO,-0.3
9344,NS(=O)(=O)C1=CC(F)=C(SCCO)C=C1,0.72
9345,NS(=O)(=O)C1=CC(Cl)=C(SCCCO)C=C1,1.59
9346,NS(=O)(=O)C1=CC(F)=C(SCCCO)C=C1,0.99
9347,NS(=O)(=O)C1=CC(F)=C(SCCCCO)C=C1,1.28
9348,NS(=O)(=O)C1=CC(F)=C(C=C1)S(=O)(=O)CCO,-0.6
9349,NS(=O)(=O)C1=CC(F)=C(C=C1)S(=O)(=O)CCCO,-0.41
9350,NS(=O)(=O)C1=CC=C(C(F)=C1)S(=O)(=O)CCCCO,-0.26
9351,OC(=O)\C=C\C(=O)C1=CN=CC=C1,0.26
9352,CC(C)OC(=O)N1C=C(F)C(O)=NC1=O,0.2
9353,C(N1N=CC=N1)C1=CC=CC=C1,1.56
9354,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1N=C(S[C@H]1C(O)=O)C(C)(C)C,1.62
9355,CC(C)(C)C1(C)C(O)=NC(=O)N=C1O,0.8
9356,ClC1=C(Cl)C=C(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C=C1,7.07
9357,ClC1=CC(Cl)=C(Cl)C(OC2=CC(Cl)=C(Cl)C=C2Cl)=C1Cl,7.13
9358,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)C=C2)C(N)=N1,-0.48
9359,CC(=O)NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,-1.3
9360,N[C@H]1[C@H]2CC[C@@H]1C1=CC=CC(=C1C2)C(F)(F)F,3.65
9361,N[C@@H]1[C@@H]2CC[C@H]1C1=CC(=CC=C1C2)C(F)(F)F,3.59
9362,CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,3.28
9363,NC1C2CCC1C1=CC=CC=C1C2,1.63
9364,N[C@@H]1[C@H]2CC[C@@H]1C1=CC=C(C=C1C2)C(F)(F)F,3.54
9365,CC(C)OC(=O)[C@@H](N)CC1=CC(O)=C(O)C=C1,0.57
9366,SC(NN(C(=O)C1=CC=CC=C1)C1=CC=CC=C1)=NC1=CC=CC=C1,3.73
9367,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,2.68
9368,OC(=O)CC1=NN(CC2=NC3=C(S2)C=CC(=C3)C(F)(F)F)C(=O)C2=CC=CC=C12,2.37
9369,CC1=CC=CC=C1OCC(O)CNCC(O)COC1=CC=CC=C1C,3.67
9370,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C2=C(C(N)=C1F)C(=O)C(=CN2C1CC1)C(O)=O,-0.02
9371,OC(CN1C=CN=C1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,2.95
9372,CN=C(O)N(C)C(O)=NC1=C(F)C=CC(CC2=CC=CC=C2)=C1,3.9
9373,CCC1=CC(N=C(O)N(C)C(O)=NC)=C(F)C=C1,3.23
9374,CN=C(O)N(C)C(O)=NC1=C(F)C=CC(F)=C1,2.4
9375,CNC(=O)N(C)C(=O)NC1=C(F)C=CC(=C1)C(C)C,3.53
9376,CN=C(O)N(C)C(O)=NC1=C(F)C=CC(I)=C1,3.58
9377,CNC(=O)N(C)C(=O)NC1=C(F)C=CC(OC(C)C)=C1,3.08
9378,CN=C(O)N(C)C(O)=NC1=C(F)C=CC(=C1)C(C)=O,1.82
9379,CN=C(O)N(C)C(O)=NC1=C(F)C=CC(=C1)C1=CC=CC=C1,3.78
9380,COC1=CC(N=C(O)N(C)C(O)=NC)=C(F)C=C1,2.14
9381,CCC(CC)C1=CC(N=C(O)N(C)C(O)=NC)=C(F)C=C1,4.46
