,SMILES,WS_value,LogWS
1228,NCC(=O)NCC(=O)NCC(O)=O,58500.0,4.767155866
1229,OCC1CO1,1000000.0,6.0
1230,CN=C=S,7600.0,3.880813592
1231,CCCOC,30500.0,4.484299839
1232,C=CCOCC=C,93590.0,4.971229447
1233,BrC(Br)(Br)Br,240.0,2.380211242
1234,CS(=O)(=O)F,30000.0,4.477121255
1235,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,600.0,2.77815125
1236,CC(C)(CC)CC,5.92,0.772321707
1237,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,2.0,0.301029996
1238,CC(C)C=C,130.0,2.113943352
1239,CCC(C)=C,130.4,2.115277591
1240,CC(C)C(C)=O,60800.0,4.783903579
1241,CC[C@H](C)C(C)(C)C,2.4,0.380211242
1242,CC(C)C(C)CC,5.25,0.720159303
1243,CC(CC)C(C)O,19400.0,4.28780173
1244,CCC(C)C(C)=O,20900.0,4.320146286
1245,CC(C)[C@@H](O)CC,20100.0,4.303196057
1246,CCC(=O)C(C)C,15490.0,4.190051418
1247,CC(C(C)C)C(C)C,2.3,0.361727836
1248,CC(C)C(=O)C(C)C,5700.0,3.755874856
1249,COc1ccc2COC(=O)c2c1OC,2500.0,3.397940009
1250,OC(=O)c1[nH]c[n]c1C(O)=O,500.0,2.698970004
1251,Cc1ccc(C)c2ccccc12,11.4,1.056904851
1252,Cc1cccc2c1cccc2C,2.74,0.437750563
1253,[O-][N+](=O)c1cccc(c1O)[N+]([O-])=O,5190.0,3.715167358
1254,Cc1cc2ccccc2c(C)c1,8.0,0.903089987
1255,OC(=O)COc1c(Cl)cc(Cl)cc1Cl,247.8,2.394101302
1256,Oc1cccc(Cl)c1Cl,3600.0,3.556302501
1257,Cc1cccc(C)c1O,6050.0,3.781755375
1258,CC(=O)N(C)c1ccccc1,16700.0,4.222716471
1259,CCc1cccc(CC)c1N,670.0,2.826074803
1260,COc1ccccc1C(O)=O,5000.0,3.698970004
1261,Oc1cc2ccc[n]c2cc1,1000.0,3.0
1262,Cc1cc2ccccc2cc1C,1.99,0.298853076
1263,Cc1cc2ccc(C)cc2cc1,2.0,0.301029996
1264,Oc1cc2ccc(O)cc2cc1,1000.0,3.0
1265,[O-][N+](=O)c1cc2ccccc2cc1,9.24,0.965671971
1266,Brc1ccccc1Br,74.6,1.872738827
1267,CC1CCCCC1C,5.733333333,0.758407192
1268,Cc1c[n]ccc1C,52000.0,4.716003344
1269,Cc1ccc[n]c1C,260000.0,5.414973348
1270,Oc1cc(Cl)ccc1Cl,2000.0,3.301029996
1271,CCC(O)CC,51500.0,4.711807229
1272,CC(=C)C(=O)OC(C)(C)C,1000.0,3.0
1273,OC(=O)c1cccc(Br)c1,402.0,2.604226053
1274,[O-][N+](=O)c1cc(O)cc(c1)[N+]([O-])=O,4000.0,3.602059991
1275,OC(=O)c1ccc(Br)cc1,60.0,1.77815125
1276,COCc1ccc(o1)[N+]([O-])=O,11000.0,4.041392685
1277,CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,140.0,2.146128036
1278,OC(=O)COc1cc(Cl)c(Cl)cc1,457.0,2.6599162
1279,Cc1ccc(CO)cc1,7710.0,3.887054378
1280,CCC(C)CCC,4.95,0.694605199
1281,CCC(C)CCO,4300.0,3.633468456
1282,CCC(=O)CCC,14700.0,4.167317335
1283,CCCC(O)CCC,4700.0,3.672097858
1284,CCCCC(C)CC,0.792,-0.101274818
1285,Brc1ccc(I)cc1,7.79,0.891537458
1286,CC1CCC(C)CC1,3.84,0.584331224
1287,CC1CCC(O)CC1,15000.0,4.176091259
1288,Cc1c[n]c(C)cc1,270000.0,5.431363764
1289,CCCCOC(=O)CC,1500.0,3.176091259
1290,CCCC(C)(C)C,4.4,0.643452676
1291,CCCC(C)(C)O,32400.0,4.51054501
1292,CC1=CCC(=O)O1,50000.0,4.698970004
1293,Cc1cc(Br)ccc1,51.3,1.710117365
1294,Oc1cc(Br)ccc1,23000.0,4.361727836
1295,CC1CC(=O)CCC1,1500.0,3.176091259
1296,Nc1cc(O)ccc1,27000.0,4.431363764
1297,Oc1cc(Cl)cc(Cl)c1,5380.0,3.730782276
1298,CC1CCCCC=1,52.0,1.716003344
1299,Ic1ccccc1,340.0,2.531478917
1300,CCCCC(C)C,2.54,0.404833717
1301,CCCCC(C)=O,17200.0,4.235528447
1302,C=CCC=C,558.0,2.746634199
1303,CC=CCCl,1000.0,3.0
1304,CCCCOC(N)=O,25800.0,4.411619706
1305,CCCCC=C,50.0,1.698970004
1306,C=CCCC=C,169.0,2.227886705
1307,CCCCCC=C,18.2,1.260071388
1308,CC=CCCCC,15.0,1.176091259
1309,CCCCOC=O,7558.0,3.878406888
1310,CF,22700.0,4.356025857
1311,C=CBr,5680.0,3.754348336
1312,CC(C)C(C)(C)O,43510.0,4.638589083
1313,CC(C)(C)C(C)(C)O,22000.0,4.342422681
1314,CC(=O)[C@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O,2.0,0.301029996
1315,CCC(C)(O)C(C)C,16400.0,4.214843848
1316,CC(C)(C(O)=O)C(O)=O,90000.0,4.954242509
1317,CCS(=O)(=O)CC,135000.0,5.130333768
1318,CCC(O)(CC)CC,16800.0,4.225309282
1319,CC[C@@](C)(O)CCC,11900.0,4.075546961
1320,CNC(N)=O,1000000.0,6.0
1321,COC(C)C,65000.0,4.812913357
1322,COC(N)=O,691000.0,5.839478047
1323,CC(C)C(C)O,56000.0,4.748188027
1324,Cc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,400.0,2.602059991
1325,CCC(Cl)[N+]([O-])=O,8000.0,3.903089987
1326,CC(C)C(O)C(C)C,7000.0,3.84509804
1327,CCC(C(O)=O)C(O)=O,712000.0,5.852479994
1328,CC(C)N(N=O)C(C)C,13000.0,4.113943352
1329,[O-][N+](=O)c1c(O)cccc1O,1310.0,3.117271296
1330,[O-][N+](=O)c1c2ccccc2cc2ccccc21,0.114,-0.943095149
1331,[O-][N+](=O)c1cccc(c1C(O)=O)C(O)=O,20100.0,4.303196057
1332,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,332.0,2.521138084
1333,Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,182.0,2.260071388
1334,COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,200.0,2.301029996
1335,[O-][N+](=O)c1cc2Cc3ccccc3-c2cc1,0.216,-0.665546249
1336,Clc1c(Cl)c(Cl)cc(Cl)c1Cl,0.831,-0.080398976
1337,Oc1ccc(C(O)=O)c(O)c1O,1000.0,3.0
1338,[O-][N+](=O)c1cc(ccc1C(O)=O)[N+]([O-])=O,18200.0,4.260071388
1339,Cc1cc(c(cc1)[N+]([O-])=O)[N+]([O-])=O,100.0,2.0
1340,Cc1ccccc1CC,74.6,1.872738827
1341,O=C1C=CNc2ccccc21,4800.0,3.681241237
1342,Cc1cc2cc3ccccc3cc2cc1,0.0213,-1.671620397
1343,Nc1cc2cc3ccccc3cc2cc1,1.3,0.113943352
1344,O=C(NC(=O)c1ccccc1)c1ccccc1,1200.0,3.079181246
1345,OC(=O)COc1ccccc1Cl,1280.0,3.10720997
1346,CC(=O)Nc1ccccc1O,880.0,2.944482672
1347,Cc1[nH]c2ccccc2[n]1,1450.0,3.161368002
1348,CSc1[n]c2ccccc2[s]1,125.0,2.096910013
1349,Clc1ccccc1I,68.77,1.837399024
1350,Ic1ccccc1I,18.99,1.278524965
1351,Brc1cc(Br)c(Br)cc1,4.898,0.690018781
1352,Oc1ccc(Br)cc1Br,1900.0,3.278753601
1353,CN1C=CC(=O)NC1=O,20000.0,4.301029996
1354,CCC(Cl)CC,249.5,2.39707055
1355,CCC(O)C=C,90050.0,4.954483717
1356,CN(CC)CC,1000000.0,6.0
1357,Cc1c[s]cc1,400.0,2.602059991
1358,O=C1CCCN1,1000000.0,6.0
1359,CC(C)C(O)CCC,5700.0,3.755874856
1360,NCc1ccco1,1000000.0,6.0
1361,OC(=O)c1cccc(I)c1,133.0,2.123851641
1362,Oc1cc(cc(c1)C(O)=O)C(O)=O,600.0,2.77815125
1363,Cc1cc(ccc1C)C(O)=O,129.2,2.111262514
1364,COC(=O)c1ccc(N)cc1,3820.0,3.582063363
1365,CN(C)c1ccc(cc1)C(O)=O,66.08,1.820070034
1366,CCCN(CCC)N=O,13000.0,4.113943352
1367,S=C=NCc1ccccc1,109.0,2.037426498
1368,Cc1ccc(CC)cc1,94.9,1.977266212
1369,Cc1ccc(C=C)cc1,89.0,1.949390007
1370,O=Cc1ccc(cc1)C=O,200.0,2.301029996
1371,CC[C@H](O)CCC,16100.0,4.206825876
1372,CCCC(=O)OC,15000.0,4.176091259
1373,CCCCC(O)CCCC,461.0,2.663700925
1374,Ic1ccc(I)cc1,1.4,0.146128036
1375,COC(=O)/C=C\C(=O)OC,80000.0,4.903089987
1376,ICCI,170.0,2.230448921
1377,CC(C)(C)CCO,7561.0,3.878579238
1378,CC(C)CC(C)(C)O,13630.0,4.134495856
1379,CCCCC(C)(C)O,9700.0,3.986771734
1380,CCCCCC(C)(C)O,2500.0,3.397940009
1381,CCCC(C)Cl,465.0,2.667452953
1382,COCC(C)C,11080.0,4.04453976
1383,[O-][N+](=O)CCO,1000000.0,6.0
1384,CCOC(C)C,24240.0,4.384532615
1385,CC(C)OC=O,20650.0,4.314920056
1386,Clc1cc(I)ccc1,67.2,1.827369273
1387,Ic1cc(I)ccc1,8.88,0.948412966
1388,OC1=CC(=O)NC=C1,6250.0,3.795880017
1389,Brc1cc(Br)cc(Br)c1,0.79,-0.102372909
1390,Nc1cc(Cl)cc(Cl)c1,784.0,2.894316063
1391,CN1CCCCC1,167000.0,5.222716471
1392,CC(C)CCCO,7600.0,3.880813592
1393,CCCCC(C)O,13700.0,4.136720567
1394,CCCC[N+]([O-])=O,4600.0,3.662757832
1395,CCCOC(C)C,4700.0,3.672097858
1396,CCCOC(N)=O,76400.0,4.883093359
1397,OCCCBr,142000.0,5.152288344
1398,CCCC#C,1570.0,3.195899652
1399,OCCCCl,250000.0,5.397940009
1400,CC(C)CCC(C)O,4900.0,3.69019608
1401,CCCCOC,9005.0,3.954483717
1402,CCOCCC,18390.0,4.264581729
1403,C1C=CCC=C1,700.0,2.84509804
1404,CCCCCOC(C)=O,1700.0,3.230448921
1405,CCCCCC#C,94.0,1.973127854
1406,C1CCCCC=C1,66.0,1.819543936
1407,[O-][N+](=O)OCCO[N+]([O-])=O,6800.0,3.832508913
1408,CCCCCCC[C@H](C)O,259.0,2.413299764
1409,CCCCCCCBr,6.64,0.822168079
1410,CCCCCCC#C,24.0,1.380211242
1411,CCCCCCCCl,13.6,1.133538908
1412,CCOCCOCC,83700.0,4.922725458
1413,CCCCCCCCCCCCCC,0.0022,-2.657577319
1414,CCCCCCCCCCCCCCCO,0.1026,-0.988852639
1415,CN(C)C(=O)N(C)C,1000000.0,6.0
1416,OC(=O)c1ccccc1S(O)(=O)=O,500000.0,5.698970004
1417,Clc1ccc(Cl)c(Cl)c1Cl,5.92,0.772321707
1418,Clc1cc(Cl)c(Cl)c(Cl)c1,5.1,0.707570176
1419,Nc1c(Cl)cc(Cl)cc1Cl,40.0,1.602059991
1420,Brc1cc(Br)c(Br)cc1Br,0.04,-1.397940009
1421,CCC(=O)OC(C)C,5949.0,3.774443969
1422,Clc1ccc(I)cc1,68.77,1.837399024
1423,CCCCCCCCCCCCC(O)=O,33.0,1.51851394
1424,NC(=O)CF,1000000.0,6.0
1425,Cc1ccc(cc1)-c1ccccc1,4.05,0.607455023
1426,CN(C)c1[n]c([n]c([n]1)N(C)C)N(C)C,91.0,1.959041392
1427,C1OCCO1,1000000.0,6.0
1428,COc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,730.0,2.86332286
1429,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,18.4,1.264817823
1430,CN(C)P(=O)(N(C)C)N(C)C,1000000.0,6.0
1431,CN(N=O)C(N)=O,14400.0,4.158362492
1432,C=CC#C,1786.0,3.251881455
1433,CC(C)CC=C,48.0,1.681241237
1434,CCCCC#C,360.0,2.556302501
1435,OC(=O)CCCCCCCCCCC(O)=O,40.0,1.602059991
1436,CCCCCCCCC(C)=O,76.8,1.88536122
1437,Clc1ccccc1Br,44.88,1.652052848
1438,CN1C=CC=CC1=O,1000000.0,6.0
1439,Cc1c(C)c(C)cc(C)c1C,15.5,1.190331698
1440,CCC(=O)Nc1cc(Cl)c(Cl)cc1,152.0,2.181843588
1441,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)[n]o1,610.0,2.785329835
1442,OC(=O)c1c2ccccc2cc2ccccc21,85.0,1.929418926
1443,Cc1oc(NS(=O)(=O)c2ccc(N)cc2)[n]c1C,1677.0,3.224533063
1444,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,24.4,1.387389826
1445,COc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,400.0,2.602059991
1446,CP(=O)(OC)OC,1000000.0,6.0
1447,CCN(N=O)C(N)=O,13000.0,4.113943352
1448,CCSC(=O)N(CCC)CCC,375.0,2.574031268
1449,CCCC(C)=C,78.0,1.892094603
1450,Cc1c2ccccc2cc2ccccc21,0.261,-0.583359493
1451,Cc1c2ccccc2c(C)c2ccccc12,0.056,-1.251811973
1452,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,0.63,-0.200659451
1453,Clc1ccc(cc1)C(c1ccccc1Cl)C(Cl)(Cl)Cl,0.085,-1.070581074
1454,CCOC(=O)CCCC(=O)OCC,8810.0,3.944975908
1455,C=CC(=O)OCCO,1000000.0,6.0
1456,C=CCCCO,57000.0,4.755874856
1457,CCCCCCCC(C)=O,371.0,2.56937391
1458,Cc1cc2cc(C)c(C)cc2cc1,1.7,0.230448921
1459,COc1ccc(cc1)C=CC(O)=O,712.0,2.852479994
1460,Cc1cccc2c3ccccc3ccc21,0.269,-0.57024772
1461,CCNc1[n]c(NC(C)C)[n]c([n]1)SC,209.0,2.320146286
1462,COCCCNc1[n]c([n]c(NC(C)C)[n]1)SC,320.0,2.505149978
1463,OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1Cl,80.0,1.903089987
1464,CC(=C)C(=O)OCCO,100000.0,5.0
1465,CN1CCCC1=O,1000000.0,6.0
1466,CCc1ccc[s]1,292.0,2.465382851
1467,[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,7.3,0.86332286
1468,[O-][N+](=O)c1cc(ccc1O)-c1ccccc1,8.37,0.922725458
1469,CCNc1[n]c(NC(C)(C)C)[n]c([n]1)SC,25.0,1.397940009
1470,CCCCN(CCCC)N=O,1270.0,3.103803721
1471,CC(=O)OCCBr,35400.0,4.549003262
1472,CCC#CCC,558.6,2.747100931
1473,O=NN1CCCC1,1000000.0,6.0
1474,O=NN1CCCCCC1,12800.0,4.10720997
1475,Oc1c(Cl)c(Cl)ccc1Cl,450.0,2.653212514
1476,CN(Cc1ccccc1)N=O,4510.0,3.654176542
1477,CCc1cc2ccccc2cc1,8.01,0.903632516
1478,CCP(=S)(OCC)Sc1ccccc1,15.7,1.195899652
1479,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,187.0,2.271841607
1480,O=C(NCN1CCOCC1)c1c[n]cc[n]1,333300.0,5.522835314
1481,COP(=S)(OC)SCSc1ccc(Cl)cc1,1.6,0.204119983
1482,CN(C)C(=O)C(c1ccccc1)c1ccccc1,260.0,2.414973348
1483,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,0.51,-0.292429824
1484,COP(=O)(OC(=CCl)c1cc(Cl)c(Cl)cc1Cl)OC,11.0,1.041392685
1485,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+]([O-])=O,38.0,1.579783597
1486,CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,1100.0,3.041392685
1487,CC(O)COC(=O)C=C,1000000.0,6.0
1488,[Cl-].C[N+](C)(C)CCCl,996000.0,5.998259338
1489,CNc1[n]c([n]c(NC(C)C)[n]1)SC,580.0,2.763427994
1490,ClC1(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C(Cl)=C2Cl,0.2,-0.698970004
1491,Fc1ccccc1Br,352.6,2.547282308
1492,Fc1cc(Br)ccc1,378.0,2.5774918
1493,CCCCCCc1ccccc1,0.902,-0.044793462
1494,CCCCCCOC(=O)c1ccc(O)cc1,25.0,1.397940009
1495,CCCCCCCOC(=O)c1ccc(O)cc1,20.0,1.301029996
1496,CC(C)(C)C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,11.6,1.064457989
1497,CC#CCCCC,163.5,2.213517757
1498,Oc1cc2CCCCc2cc1,1500.0,3.176091259
1499,CCc1cccc2ccccc21,10.7,1.029383778
1500,Cc1cc(ccc1)OC(O)=NC,2600.0,3.414973348
1501,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,65.4,1.815577748
1502,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,5.47,0.737987326
1503,CCC(C)(C)CO,7600.0,3.880813592
1504,N#Cc1c(Cl)cccc1Cl,14.6,1.164352856
1505,NCC1CCC(CC1)C(O)=O,166700.0,5.2219356
1506,Cc1cc(C)[n]c2ccccc12,1795.0,3.254064453
1507,CP(=O)(OC(C)C)OC(C)C,1500.0,3.176091259
1508,CCCCCCCCCCCCCCCCCO,0.008,-2.096910013
1509,CC1CN(CC(C)O1)N=O,124000.0,5.093421685
1510,C1OC1C1CO1,1000000.0,6.0
1511,CC(=O)Oc1ccc(Br)cc1C(O)=O,666.7,2.823930455
1512,CC1(C)Cc2cccc(OC(=O)NC)c2O1,320.0,2.505149978
1513,COc1ccc(cc1)NC(N)=O,4255.0,3.628899564
1514,COc1cc(c(O)cc1)[N+]([O-])=O,244.0,2.387389826
1515,Cc1cc(Cl)ccc1O,4000.0,3.602059991
1516,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.184,-0.735182177
1517,CN(C)NC(=O)CCC(O)=O,100000.0,5.0
1518,COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,750.0,2.875061263
1519,COC(C)(C)C,51000.0,4.707570176
1520,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,10000.0,4.0
1521,CCCCCCCCCC(C)O,197.0,2.294466226
1522,Cc1c[n]c2c3[n]cc(C)c(C)c3ccc2c1C,1.512,0.179551791
1523,CN(C)CC/C=C1\c2ccccc2COc2ccccc2\1,31.57,1.499274582
1524,CCC1CCCCC1,6.3,0.799340549
1525,Oc1ccc(cc1)/N=N/c1ccccc1,90.0,1.954242509
1526,N#Cc1cc(Br)c(O)c(Br)c1,130.0,2.113943352
1527,NC1C=NN(C(=O)C=1Cl)c1ccccc1,400.0,2.602059991
1528,OC(=O)c1[n]c(Cl)ccc1Cl,7850.0,3.894869657
1529,Cc1cc2c3ccccc3ccc2c2ccccc21,0.065,-1.187086643
1530,Cc1cccc2c1Cc1ccccc-21,1.09,0.037426498
1531,CCCCCCCCC(=O)OC,22.9,1.359835482
1532,C1CCc2ccc3CCCc4ccc1c2c34,0.2291,-0.639974911
1533,Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,0.0002,-3.698970004
1534,CN(OC)C(=O)Nc1ccc(Cl)cc1,930.0,2.968482949
1535,Clc1cccc2c1cccc2Cl,0.379,-0.42136079
1536,Clc1ccc(Cl)c2ccccc12,0.865,-0.062983893
1537,CCN(CC)C(=O)CSc1ccc(Cl)[n][n]1,5000.0,3.698970004
1538,[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,1.0,0.0
1539,[O-][N+](=O)c1ccc(cc1)Oc1c(Cl)cc(Cl)cc1Cl,0.764,-0.116906641
1540,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,0.5,-0.301029996
1541,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.1,-1.0
1542,Nc1[n]c[n]c2c1[n]c[n]2[C@]1(CO)O[C@H](CO)[C@@H](O)[C@H]1O,8000.0,3.903089987
1543,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0.81,-0.091514981
1544,Cc1cc(ccc1)S(N)(=O)=O,7810.0,3.892651034
1545,CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,34.7,1.540329475
1546,CC(C)Nc1[n]c([n]c(Cl)[n]1)N(CC)CC,40.0,1.602059991
1547,CCNc1[n]c([n]c(Cl)[n]1)N(CC)CC,20.0,1.301029996
1548,COc1c(C(O)=O)c(Cl)ccc1Cl,8310.0,3.919601024
1549,Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O,430.0,2.633468456
1550,NC(=S)c1c(Cl)cccc1Cl,950.0,2.977723605
1551,CC(C)N(C(=O)CCl)c1ccccc1,580.0,2.763427994
1552,Clc1cccc([n]1)C(Cl)(Cl)Cl,72.0,1.857332496
1553,CC(C#C)OC(=O)Nc1cccc(Cl)c1,540.0,2.73239376
1554,CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,3.7,0.568201724
1555,CC1CCCCC1NC(=O)Nc1ccccc1,18.0,1.255272505
1556,NC(=O)c1c(Cl)cccc1Cl,2730.0,3.436162647
1557,NC1=NC(=O)NC=C1F,15000.0,4.176091259
1558,CC(C)c1cc2ccccc2cc1,0.858,-0.066512712
1559,Cc1cc(ccc1N(C)C)OC(=O)NC,915.0,2.961421094
1560,CNC(=O)Oc1cc(C)c(SC)c(C)c1,27.0,1.431363764
1561,CCC(C)(C)c1ccccc1,10.5,1.021189299
1562,CCOC(=O)CCCCCC(=O)OCC,1969.0,3.294245716
1563,CCOC(=O)CCCCCCC(=O)OCC,679.0,2.831869774
1564,Clc1cc(ccc1)-c1cc(Cl)ccc1,0.355,-0.449771647
1565,Clc1ccc(cc1)-c1ccc(Cl)cc1,0.062,-1.207608311
1566,Clc1cccc2cccc(Cl)c12,0.315,-0.501689446
1567,Clc1cc2ccccc2cc1Cl,0.0867,-1.061980903
1568,Clc1c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c1Cl,7.43e-06,-5.129011186
1569,Clc1ccccc1-c1ccccc1,4.83,0.683947131
1570,Clc1cc(ccc1)-c1ccccc1,3.63,0.559906625
1571,Clc1ccc(cc1)-c1ccccc1,1.34,0.127104798
1572,CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1,3.11,0.492760389
1573,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)OC,0.3,-0.522878745
1574,Cc1ccc(C)c2cccc(C)c12,2.1,0.322219295
1575,S=C=Nc1cccc(Br)c1,17.6,1.245512668
1576,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,0.000147,-3.832682665
1577,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)CCCC)C(=O)CO,9.29,0.968015714
1578,CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,110.0,2.041392685
1579,CCCCCCCCc1ccccc1,0.066,-1.180456064
1580,Clc1cc2cc(Cl)ccc2cc1,0.236,-0.627087997
1581,CCSC(=O)N1CCCCCC1,970.0,2.986771734
1582,CCCC1(CCC)C(=O)NC(=O)NC1=O,600.0,2.77815125
1583,Clc1c2c(c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c2Cl,8e-05,-4.096910013
1584,CCC(N)Cc1c[nH]c2ccccc21,510.0,2.707570176
1585,CCCCCCCCC#N,70.0,1.84509804
1586,Nc1cccc2c1cccc2N,380.0,2.579783597
1587,CC(C)NC(=O)CSP(=S)(OCC)OCC,2500.0,3.397940009
1588,Cc1cc(ccc1)Oc1ccc(cc1)[N+]([O-])=O,5.0,0.698970004
1589,Cc1ccc(cc1Cl)NC(=O)C(C)CCC,8.5,0.929418926
1590,CCOP(=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,3.05,0.484299839
1591,CC(C)(C)c1ccc(cc1)OC1CCCCC1OS(=O)OCC#C,0.215,-0.66756154
1592,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc12,36.5,1.562292864
1593,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@@]43C)[C@@H]1CC[C@@H]2O,1.2,0.079181246
1594,Fc1cc(F)c(F)c(F)c1,742.3,2.870579461
1595,CCCC(C)(C)CO,4228.0,3.626134979
1596,Cc1cc2cc3ccc4ccccc4c3cc2cc1,0.037,-1.431798276
1597,C#CCCCC#C,1650.0,3.217483944
1598,C#CCCCCCC#C,125.0,2.096910013
1599,Cc1ccc(C)c(O)c1C,1580.0,3.198657087
1600,Cc1cc(ccc1C)OC(=O)NC,580.0,2.763427994
1601,CCCCOCC1CO1,20000.0,4.301029996
1602,CC(C)CCCCCCO,461.0,2.663700925
1603,Clc1cc(Cl)c(cc1)-c1ccc(Cl)cc1Cl,0.0541,-1.266802735
1604,COP(=S)(Oc1ccc(cc1Cl)[N+]([O-])=O)OC,14.7,1.167317335
1605,OC(=O)C1(O)c2cc(Cl)ccc2-c2ccccc12,21.8,1.338456494
1606,CC(=O)Oc1c(cc(c(C)c1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,10.0,1.0
1607,CCS(=O)(=O)CCSP(=S)(OCC)OCC,883.0,2.945960704
1608,CCS(=O)CCSP(=S)(OCC)OCC,4000.0,3.602059991
1609,Cc1cccc2ccc3cc4ccccc4cc3c21,0.055,-1.259637311
1610,[O-][N+](=O)c1ccc(Cl)cc1C(O)=O,9670.0,3.985426474
1611,CCCCOP(=O)(Oc1ccccc1)OCCCC,96.0,1.982271233
1612,Cc1cc2ccc3ccccc3c2cc1,0.28,-0.552841969
1613,Cc1c2ccccc2cc2c1ccc1ccccc12,0.011,-1.958607315
1614,Cc1cc(O)ccc1[N+]([O-])=O,1188.0,3.074816441
1615,CCS(=O)CSP(=O)(OCC)OCC,800.0,2.903089987
1616,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,11.0,1.041392685
1617,CC(=O)Oc1ccc(cc1)NC(C)=O,2390.0,3.378397901
1618,Cc1cc(cc(c1)OC(=O)NC)C(C)C,92.0,1.963787827
1619,CNC(=O)Oc1ccccc1C(C)C,400.0,2.602059991
1620,COP(=S)(Oc1ccc(cc1)C#N)OC,46.0,1.662757832
1621,CCOP(=S)(OCC)SCN1N=Nc2ccccc2C1=O,10.5,1.021189299
1622,Nc1cc2c3ccccc3ccc2c2ccccc21,0.155,-0.809668302
1623,CNC(=O)Oc1cc(C)cc(C)c1,470.0,2.672097858
1624,COc1cc(Cl)c(cc1Cl)OC,8.0,0.903089987
1625,CCCCCCCCCCCCN1CCCC1=O,5.42,0.733999287
1626,COC1=COC(CSP(=O)(OC)OC)=CC1=O,1500000.0,6.176091259
1627,C[C@@H]1CN[C@@H](C)CN1,350000.0,5.544068044
1628,Cc1cc(/N=N/c2ccc(cc2)NC(C)=O)c(O)cc1,1.18,0.071882007
1629,OC(=O)CCCCCCCCCCBr,53.04,1.724603515
