,SMILES,HL,LogHL
1214,[Na+].[O-]S(=O)(=O)C1=CC(Cl)=CC=C1OC1=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C(Cl)C=C1,8.26e-15,-14.08301995
1215,CCOP(=S)(OCC)OP(=S)(OCC)OCC,4.45e-06,-5.351639989
1216,ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1,3.7e-12,-11.43179828
1217,CC=CC(O)=O,4.28e-07,-6.368556231
1218,ClC1=CC(Cl)=NC(=N1)C1=CC=CC=C1,1.07e-05,-4.970616222
1219,CCC(C)C1=CC=CC=C1OC(=O)NC,5.91e-08,-7.228412519
1220,CCSC1=NC(NC(C)C)=NC(NC(C)C)=N1,3.36e-08,-7.473660723
1221,CCCCCCCI,0.0388,-1.411168274
1222,ClC1=CC=C(C=C1)N=NC1=CC=CC=C1,1.33e-06,-5.876148359
1223,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(C)(=O)=O)[N+]([O-])=O,7.04e-09,-8.152427341
1224,CC=CC#N,0.000112,-3.950781977
1225,CC1=C(C(O)=CC=C1)[N+]([O-])=O,3.06e-06,-5.514278574
1226,CCCCC1=C(O)N=C(N=C1C)N(C)C,2.52e-09,-8.598599459
1227,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,3.2e-10,-9.494850022
1228,CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,1.06e-11,-10.97469413
1229,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,3.75e-06,-5.425968732
1230,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,1.2e-10,-9.920818754
1231,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,3.72e-08,-7.42945706
1232,CCCC(C)O,1.48e-05,-4.829738285
1233,CN(C)C=NC1=CC=C(Cl)C=C1C,3.45e-07,-6.462180905
1234,OCC1=C(OCC(O)=O)C=CC(Cl)=C1,9.51e-11,-10.02181948
1235,CC1=C(Cl)C=C(Cl)C(Cl)=C1,0.0015,-2.823908741
1236,CCC(C)OC,0.001471,-2.832387327
1237,CNC(=O)\C=C(/C)OP(=O)(OC)OC,6.5e-13,-12.18708664
1238,CNC(=O)OC1=C(C=CC=C1)C1OCCO1,1.47e-11,-10.83268267
1239,ClC1=CC=C(C=C1)C1=C(Cl)C=C(Cl)C=C1,0.0002,-3.698970004
1240,CC1=CC(O)=C(C=C1Cl)[N+]([O-])=O,2.76e-05,-4.559090918
1241,CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,1.19e-08,-7.924453039
1242,CCCOP(=O)(OCCC)OC1=CC=C(SC)C=C1,2.88e-09,-8.540607512
1243,[H][C@@]12[C@@]3([H])C[C@@H](C=O)[C@]4([H])[C@@]3([H])[C@@]3(Cl)[C@]1(Cl)[C@]2(Cl)[C@@]4(Cl)C3(Cl)Cl,4.18e-06,-5.378823718
1244,CC(Cl)C(C)Cl,0.00726,-2.139063379
1245,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.69e-06,-5.772113295
1246,COP(=O)(OC)O\C(C)=C\C(=O)OC(C)C1=CC=CC=C1,5.79e-09,-8.237321436
1247,COC(=O)C=C(C)OP(=O)(OC)OC,6.39e-11,-10.19449914
1248,CCC(Cl)(Cl)Cl,0.00323,-2.490797478
1249,CC1=CC(=O)NO1,2.1e-09,-8.677780705
1250,NC(=O)C(Br)(Br)C#N,1.91e-08,-7.718966633
1251,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,1.78e-07,-6.749579998
1252,CCOC(=O)CCCOC1=C(C)C=C(Cl)C=C1,4.83e-08,-7.316052869
1253,COC(=O)NC1=NC2=CC=CC=C2N1,2.12e-11,-10.67366414
1254,[H][C@@]12OC=C[C@]1(O)[C@@H]1C[C@H](O2)[C@]2(O[C@@]12C)[C@]1(C)[C@H](O)[C@]2([H])OC[C@@]3([C@@H](C[C@H](OC(=O)C(\C)=C\C)[C@@]4(CO[C@](O)(C(=O)OC)[C@@]14[H])[C@@]23[H])OC(C)=O)C(=O)OC,9.85e-14,-13.00656377
1255,COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,1.56e-11,-10.8068754
1256,ClC1=C(C=CC=C1)C1=C(Cl)C=CC=C1,0.00023,-3.638272164
1257,CCOP(=S)(OCC)SCSC(C)(C)C,2.4e-05,-4.619788758
1258,CC1=CC=CC(=C1O)[N+]([O-])=O,3.36e-05,-4.473660723
1259,CCCSP(=O)(OCC)SCCC,1.62e-07,-6.790484985
1260,CON(C)C(=O)NC1=CC(Cl)=C(Br)C=C1,4.38e-09,-8.358525889
1261,CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1,4.64e-08,-7.333482019
1262,CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1,1.69e-10,-9.772113295
1263,COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,8.41e-13,-12.075204
1264,CCC1=CN=CC=N1,2.45e-06,-5.610833916
1265,CCC(C)N,0.000153,-3.815308569
1266,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1,1.51e-06,-5.821023053
1267,CC(=O)C=CC1=C(C)CCCC1(C)C,8.09e-05,-4.092051478
1268,CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,8.41e-10,-9.075204004
1269,CN(C)C(=O)NC1=CC(Cl)=C(C)C=C1,1.44e-10,-9.841637508
1270,ClC1=CC(Cl)=C(C=C1Cl)C1=CC=CC=C1,0.0002,-3.698970004
1271,ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1Cl,0.0002,-3.698970004
1272,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,8.32e-09,-8.079876674
1273,OCCO[N+]([O-])=O,2.58e-08,-7.588380294
1274,ClC1=CC=CC(=C1Cl)C1=CC=CC=C1,0.00023,-3.638272164
1275,ClC1=CC=C(C=C1)C1=C(Cl)C=CC(Cl)=C1,0.00019,-3.721246399
1276,CNC(=O)ON=C(C)SC,1.97e-11,-10.70553377
1277,CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1,7.6e-10,-9.119186408
1278,CN(C)C(CSS(=O)(=O)C1=CC=CC=C1)CSS(=O)(=O)C1=CC=CC=C1,1.2e-06,-5.920818754
1279,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,4.93e-12,-11.30715308
1280,COP(=S)(OC)OC1=CC(Cl)=C(I)C=C1Cl,4.48e-06,-5.348721986
1281,CC(C)OC(=O)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1,4.62e-07,-6.335358024
1282,CNC(=O)N(C)C1=NC2=C(S1)C=CC=C2,5.58e-10,-9.253365801
1283,CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl,7.27e-08,-7.138465589
1284,COC1=C(Cl)C=C(NC(=O)N(C)C)C=C1,1.43e-08,-7.844663963
1285,ClC1=C(Cl)C(Cl)=C2C=CC=CC2=C1Cl,0.000238,-3.623423043
1286,CC(O)CO[N+]([O-])=O,9.17e-08,-7.037630664
1287,CC(CO)O[N+]([O-])=O,2.22e-07,-6.653647026
1288,CN1C(=O)ON(C1=O)C1=CC=C(Cl)C(Cl)=C1,2.29e-07,-6.640164518
1289,CCCCCCO[N+]([O-])=O,0.00149,-2.826813732
1290,CSC1=NN=C(C(=O)N1N)C(C)(C)C,1.17e-10,-9.931814138
1291,CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C,0.000139,-3.8569852
1292,CCOP(=O)(OCC)N=C1SCS1,4.11e-11,-10.38615818
1293,COP(=S)(OC1=CC(Cl)=C(Br)C=C1Cl)C1=CC=CC=C1,2.65e-06,-5.576754126
1294,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,2.57e-12,-11.59006688
1295,CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,1.21e-09,-8.91721463
1296,CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,3.9e-08,-7.408935393
1297,CCNC1=NC(SC)=NC(NC(C)C(C)C)=N1,9.41e-09,-8.026410377
1298,CC(C)NC1=NC(Cl)=NC(NC2CC2)=N1,1.3e-09,-8.886056648
1299,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,8.45e-10,-9.073143291
1300,CNC(=O)ON=C(SC)C(=O)N(C)C,2.37e-10,-9.625251654
1301,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,5.1e-08,-7.292429824
1302,CCOP(=S)(OCC)OC1=CC(C)=NC(=N1)N(CC)CC,3.21e-05,-4.493494968
1303,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,1.69e-07,-6.772113295
1304,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,1.21e-09,-8.91721463
1305,CCCCC1=C(O)N=C(NCC)N=C1C,3.67e-09,-8.435333936
1306,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,9.77e-09,-8.010105436
1307,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,4.84e-08,-7.315154638
1308,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,4.46e-09,-8.350665141
1309,CCCOC(=O)NCCCN(C)C,1.48e-09,-8.829738285
1310,COC1=NC=CN=C1CC(C)C,4.89e-05,-4.310691141
1311,CC1=C(C=CO1)C(=O)NC1=CC=CC=C1,3.97e-10,-9.401209493
1312,CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2,2.18e-09,-8.661543506
1313,CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12,2.12e-08,-7.673664139
1314,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,6.17e-08,-7.209714836
1315,CCSC(=O)COC1=C(C)C=C(Cl)C=C1,2.21e-05,-4.655607726
1316,ClC1=CC=CC(=C1)C1=C(Cl)C=CC=C1,0.00025,-3.602059991
1317,CCC1=C(OC)N=CC=N1,1.47e-05,-4.832682665
1318,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,6.8e-06,-5.167491087
1319,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,3.84e-08,-7.415668776
1320,CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C,3.69e-08,-7.432973634
1321,CCNC1=NC(OC)=NC(NC(C)CC)=N1,3.49e-09,-8.457174573
1322,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.00029,-3.537602002
1323,CCCCCCCCN1SC=CC1=O,2.07e-08,-7.684029655
1324,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,3.82e-09,-8.417936637
1325,FC(F)OC(Cl)C(F)(F)F,0.0287,-1.542118103
1326,"C*.C*.CCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCCC |c:16,18,t:14,lp:13:2,15:2,23:2,24:2,m:1:5.6.7.8.9.10.11.12,3:25.26.27.28.29.30.31.32|",1.11e-06,-5.954677021
1327,CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,3.43e-10,-9.46470588
1328,ClC1=C(Cl)C(Cl)=C(Cl)C2=C1COC2=O,3.22e-09,-8.492144128
1329,"C*.C*.CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC |c:14,16,t:12,lp:11:2,13:2,21:2,22:2,m:1:23.24.25.26.27.28,3:10.9.8.7.6.5|",3.14e-05,-4.503070352
1330,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,2.67e-07,-6.573488739
1331,CCN(CC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1.39e-06,-5.8569852
1332,CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,8.79e-07,-6.056011125
1333,CCON=C(OC(=O)C1=CC=CC=C1)C1=C(OC)C=CC(Cl)=C1OC,5.39e-08,-7.268411235
1334,CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,7.01e-07,-6.154281982
1335,ClC1=C(Cl)C=C2OC3=CC=CC=C3OC2=C1,6.55e-05,-4.1837587
1336,CCSCC1=C(OC(=O)NC)C=CC=C1,1.15e-09,-8.93930216
1337,COP(=O)(NC(C)=O)SC,5.01e-13,-12.30016227
1338,ClC1=C(Cl)C2=C(OC3=CC=CC=C3O2)C(Cl)=C1Cl,2e-05,-4.698970004
1339,CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,4.81e-08,-7.317854924
1340,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1,0.000288,-3.540607512
1341,ClC1=CC(Cl)=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,0.00012,-3.920818754
1342,ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=C(Cl)C=C1,0.0001,-4.0
1343,ClC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,9.4e-06,-5.026872146
1344,ClC1=C(Cl)C=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,0.000825,-3.083546051
1345,ClC1=CC=C(C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,0.0001,-4.0
1346,CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,1.16e-05,-4.935542011
1347,CN(C=NC1=C(C)C=C(C)C=C1)C=NC1=C(C)C=C(C)C=C1,9.87e-06,-5.005682847
1348,ClC1=CC=CC(Cl)=C1C1=CC=CC=C1,0.00023,-3.638272164
1349,CCCN(CCCl)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1.5e-05,-4.823908741
1350,ClC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,0.00028,-3.552841969
1351,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC=CC=C1,0.00103,-2.987162775
1352,ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=CC=CC=C1,0.000225,-3.647817482
1353,CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,4.94e-06,-5.306273051
1354,CCNC1=NC(OC)=NC(NC(C)(C)C)=N1,4.56e-09,-8.341035157
1355,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,0.000111,-3.954677021
1356,ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C=C1Cl,0.00251,-2.600326279
1357,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,1.2e-10,-9.920818754
1358,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,1.12e-10,-9.950781977
1359,CCN(CC)C(=O)SCC1=CC=CC=C1Cl,1.31e-06,-5.882728704
1360,CNC(=O)ON=C(C)C(C)SC,5.7e-10,-9.244125144
1361,CNC(=O)ON=C(C)C(C)S(C)(=O)=O,2.8e-12,-11.55284197
1362,ClC1=CC(=C(Cl)C=C1)C1=CC=CC=C1,0.00028,-3.552841969
1363,ClC1=CC(=CC(Cl)=C1)C1=CC=CC=C1,0.00022,-3.657577319
1364,ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1,0.00023,-3.638272164
1365,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,2.3e-05,-4.638272164
1366,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,2.1e-05,-4.677780705
1367,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,1e-05,-5.0
1368,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,9e-06,-5.045757491
1369,CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,2.6e-07,-6.585026652
1370,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,4.6e-09,-8.337242168
1371,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,1.64e-06,-5.785156152
1372,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,2.59e-09,-8.586700236
1373,COP(=O)(OC)SCN1C(=O)OC2=CC(Cl)=CN=C12,1.43e-11,-10.84466396
1374,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=CC=C1,0.000963,-3.016373713
1375,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=CC(Cl)=C1,0.0002,-3.698970004
1376,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,1e-05,-5.0
1377,"Cl*.Cl*.Cl*.Cl*.Cl*.O1C2=CC=CC=C2OC2=C1C=CC=C2 |c:8,10,14,17,19,t:6,lp:0:3,2:3,4:3,6:3,8:3,10:2,17:2,m:1:21.20,3:15.14.13.12,5:23.22.21.20.15.14.13.12,7:23.22.21.20.15.14.13.12,9:23.22.21.20.15.14.13.12|",2.2e-06,-5.657577319
1378,CCOP(=S)(NC(C)CC)OC1=C(C=CC(C)=C1)[N+]([O-])=O,4.45e-05,-4.351639989
1379,ClC1=CC(Cl)=C(C=C1)C1=CC=CC(Cl)=C1Cl,0.00014,-3.853871964
1380,CCCCCCCCCCCCCCCCO,4.65e-05,-4.332547047
1381,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,3.12e-09,-8.505845406
1382,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=CC=C1,0.00025,-3.602059991
1383,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C=CC=C1,0.0002,-3.698970004
1384,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,9e-05,-4.045757491
1385,ClC(Cl)C(=O)N(CC=C)CC=C,3.29e-07,-6.482804102
1386,CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1,7.49e-08,-7.125518182
1387,CCOC1=CC(OP(=S)(OC)OC)=NC(CC)=N1,6.2e-07,-6.207608311
1388,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC=C1Cl,0.00012,-3.920818754
1389,ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,7.8e-05,-4.107905397
1390,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,7.4e-05,-4.13076828
1391,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,0.00138,-2.860120914
1392,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,4.4e-05,-4.356547324
1393,ClC1=C(Cl)C(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,1.3e-05,-4.886056648
1394,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1,0.000143,-3.844663963
1395,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,8.8e-05,-4.055517328
1396,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,1.4e-05,-4.853871964
1397,ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1,0.00023,-3.638272164
1398,ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1Cl,0.0002,-3.698970004
1399,ClC1=CC=CC(=C1Cl)C1=C(Cl)C=CC=C1,0.0002,-3.698970004
1400,ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=CC=C1,0.0002,-3.698970004
1401,ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=CC=C1,0.00016,-3.795880017
1402,ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=CC=C1,0.00014,-3.853871964
1403,ClC1=C(Cl)C=C(C=C1)C1=C(Cl)C=CC=C1,0.00016,-3.795880017
1404,ClC1=CC(=CC=C1)C1=CC(Cl)=CC(Cl)=C1,0.00017,-3.769551079
1405,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,0.0001,-4.0
1406,ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC=C1,0.0001,-4.0
1407,ClC1=CC2=C(OC3=CC=C(Cl)C=C3O2)C=C1,2.09e-05,-4.679853714
1408,ClC1=C2OC3=C(C2=C(Cl)C(Cl)=C1Cl)C(Cl)=C(Cl)C(Cl)=C3Cl,1.89e-06,-5.723538196
1409,CNC(=O)ON=C(CSC)C(C)(C)C,9.39e-09,-8.027334408
1410,ClC1=C(Cl)C=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,3.95e-06,-5.403402904
1411,ClC1=CC=CC2=C1OC1=CC=CC=C1O2,6.21e-05,-4.2069084
1412,ClC1=CC2=C(OC3=CC=CC=C3O2)C=C1,1.15e-05,-4.93930216
1413,ClC1=CC(Cl)=C(Cl)C2=C1OC1=CC=CC=C1O2,3.59e-05,-4.444905551
1414,ClC1=CC=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,2.58e-06,-5.588380294
1415,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,2e-05,-4.698970004
1416,CC(C)(C)C1=NN(C(=O)O1)C1=C(Cl)C=C(Cl)C(OCC#C)=C1,2.28e-08,-7.642065153
1417,ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1Cl,1.7e-05,-4.769551079
1418,CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O,1.64e-05,-4.785156152
1419,COC(C)(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OC(C)C,6.89e-06,-5.161780778
1420,CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,2.21e-08,-7.655607726
1421,CC1=NN=C(C(=O)N1N)C1=CC=CC=C1,9.53e-13,-12.0209071
1422,ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,2e-05,-4.698970004
1423,ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0.000118,-3.928117993
1424,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC=C1,0.00014,-3.853871964
1425,ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=CC(Cl)=C1,0.00021,-3.677780705
1426,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=CC=C1Cl,0.000182,-3.739928612
1427,ClC1=CC(=CC(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,9e-05,-4.045757491
1428,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC=C1,7.4e-05,-4.13076828
1429,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,1.42e-08,-7.847711656
1430,CC1=C2N3C=NN=C3SC2=CC=C1,3.11e-11,-10.50723961
1431,CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,5.21e-07,-6.283162277
1432,COC(=O)C1=C(C=CC(OC2=CC=C(Cl)C=C2Cl)=C1)[N+]([O-])=O,1.08e-07,-6.966576245
1433,CC1=CC=C(NC(=O)NC(C)(C)C2=CC=CC=C2)C=C1,9.98e-10,-9.000869459
1434,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1Cl,1e-05,-5.0
1435,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,8.2e-07,-6.086186148
1436,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,8.11e-11,-10.09097915
1437,COC1=C(Cl)C=CC(Cl)=C1Cl,0.000288,-3.540607512
1438,CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,1.74e-08,-7.759450752
1439,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,0.000101,-3.995678626
1440,COCCN(C(=O)CCl)C1=C(C)C=CC=C1C,1.65e-09,-8.782516056
1441,CCOP(C)(=O)SCCN(C(C)C)C(C)C,8.2e-09,-8.086186148
1442,ClC1=CC2=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1O2,1.67e-05,-4.777283529
1443,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,9e-09,-8.045757491
1444,CCCOCCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,8e-09,-8.096910013
1445,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,2.26e-12,-11.64589156
1446,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,1.97e-06,-5.705533774
1447,O=C(NC1=CN=NS1)NC1=CC=CC=C1,3.33e-13,-12.47755577
1448,ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,2.5e-05,-4.602059991
1449,CCC1=CC2=CC3=CC=CC=C3C=C2C=C1,5.31e-05,-4.274905479
1450,CC(OC1=CC2=CC=CC=C2C=C1)C(O)=NC1=CC=CC=C1,1.07e-11,-10.97061622
1451,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,1.87e-06,-5.728158393
1452,ClC1=CC=C(C=C1)C1=C(Cl)C=CC(Cl)=C1Cl,0.00014,-3.853871964
1453,ClC1=C(Cl)C(Cl)=C(C=C1)C1=C(Cl)C=CC=C1,0.00014,-3.853871964
1454,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,5.9e-05,-4.229147988
1455,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,2.4e-05,-4.619788758
1456,ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,3.7e-05,-4.431798276
1457,ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,2.3e-05,-4.638272164
1458,ClC1=CC(Cl)=C(Cl)C(Cl)=C1C1=C(Cl)C(Cl)=C(Cl)C=C1,0.000336,-3.473660723
1459,ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,1.3e-06,-5.886056648
1460,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,1e-05,-5.0
1461,ClC1=C(Cl)C(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,1.1e-05,-4.958607315
1462,ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,4.9e-05,-4.30980392
1463,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,2.3e-05,-4.638272164
1464,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,1.6e-05,-4.795880017
1465,ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C(Cl)=CC=C1Cl,5.6e-05,-4.251811973
